Mota;Galdera;Irudia;Zuzena;Oker1;Oker2;Jatorria;Esteka;Egilea;
Biztanleria;Zenbat biztanle ditu Elgeta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/46/Elgueta.jpg;1136;40699;16015;Wikipedia;https://eu.wikipedia.org/wiki/Elgeta;MikelBa;
Biztanleria;Zenbat biztanle ditu Hiriberri udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/fa/VillanuevaDeA%C3%A9zcoaDesdeElBerrendi.JPG;102;672;20;Wikipedia;https://eu.wikipedia.org/wiki/Hiriberri;MikelBa;
Biztanleria;Zenbat biztanle ditu Antsoain udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/be/Anso%C3%A1in_desde_las_murallas.JPG;10833;1007;718410;Wikipedia;https://eu.wikipedia.org/wiki/Antsoain;MikelBa;
Biztanleria;Zenbat biztanle ditu Cintruénigo udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/dc/Cintru%C3%A9nigo.JPG;7903;719;6953;Wikipedia;https://eu.wikipedia.org/wiki/Cintru%C3%A9nigo;MikelBa;
Biztanleria;Zenbat biztanle ditu Metauten udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b7/Metauten_-_Ayuntamiento_01.jpg;288;847;55;Wikipedia;https://eu.wikipedia.org/wiki/Metauten;MikelBa;
Biztanleria;Zenbat biztanle ditu Sartze udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/55/Ibiltzieta_sarrera.jpg;58;732;2;Wikipedia;https://eu.wikipedia.org/wiki/Sartze;MikelBa;
Biztanleria;Zenbat biztanle ditu Arantza udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/07/Arantzako_udaletxea_2011-4-27.JPG;597;9083;87;Wikipedia;https://eu.wikipedia.org/wiki/Arantza;MikelBa;
Biztanleria;Zenbat biztanle ditu Ugao udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c9/Ugaoko_udaletxea.jpg;4152;55498;717;Wikipedia;https://eu.wikipedia.org/wiki/Ugao;MikelBa;
Biztanleria;Zenbat biztanle ditu Pitillas udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/20/Lagunas_de_Pitillas_01.jpg;484;3222;371;Wikipedia;https://eu.wikipedia.org/wiki/Pitillas;MikelBa;
Biztanleria;Zenbat biztanle ditu Lesaka udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/5b/Eskol_Ttiki_etxea_eta_Onin_erreka_%28Lesaka%29..jpg;2741;223;3997;Wikipedia;https://eu.wikipedia.org/wiki/Lesaka;MikelBa;
Biztanleria;Zenbat biztanle ditu Bakio udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/05/Bakio_jata_menditik.JPG;2688;160;195;Wikipedia;https://eu.wikipedia.org/wiki/Bakio;MikelBa;
Biztanleria;Zenbat biztanle ditu Zizur udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/9f/Ayuntamiento_de_la_Cendea_de_Cizur.jpg;3888;8549;116;Wikipedia;https://eu.wikipedia.org/wiki/Zizur;MikelBa;
Biztanleria;Zenbat biztanle ditu Etaiu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/5b/Etayo_en_1954.jpg;58;96;4;Wikipedia;https://eu.wikipedia.org/wiki/Etaiu;MikelBa;
Biztanleria;Zenbat biztanle ditu Antzuola udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a7/Antzuolako_Mairuen_Alardea%2C_2008an.jpg;2126;2124;500;Wikipedia;https://eu.wikipedia.org/wiki/Antzuola;MikelBa;
Biztanleria;Zenbat biztanle ditu Samaniego udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/7f/Samaniego_2008_6_6.JPG;316;9076;934;Wikipedia;https://eu.wikipedia.org/wiki/Samaniego;MikelBa;
Biztanleria;Zenbat biztanle ditu Lantz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/55/Lantz_2015_inauteriak_001.jpg;148;205;58;Wikipedia;https://eu.wikipedia.org/wiki/Lantz;MikelBa;
Biztanleria;Zenbat biztanle ditu Sopuerta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/51/Encar_004.jpg;2527;862;46064;Wikipedia;https://eu.wikipedia.org/wiki/Sopuerta;MikelBa;
Biztanleria;Zenbat biztanle ditu Iturmendi udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/1b/Iturmendi_herriko_etxe_bat.jpg;403;912;4908;Wikipedia;https://eu.wikipedia.org/wiki/Iturmendi;MikelBa;
Biztanleria;Zenbat biztanle ditu Larragoa udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/5b/Larraona_01.jpg;102;415;28;Wikipedia;https://eu.wikipedia.org/wiki/Larragoa;MikelBa;
Biztanleria;Zenbat biztanle ditu Cortes udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/4c/Castillo_de_Cortes_3.JPG;3151;3916;9613;Wikipedia;https://eu.wikipedia.org/wiki/Cortes;MikelBa;
Biztanleria;Zenbat biztanle ditu Galipentzu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/6/6a/Gallipienzo_y_el_rio_Arag%C3%B3n.JPG;98;6;231;Wikipedia;https://eu.wikipedia.org/wiki/Galipentzu;MikelBa;
Biztanleria;Zenbat biztanle ditu Zigoitia udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/f3/Akosta%2C_Zestafetik_ikusia.jpg;1747;94274;8840;Wikipedia;https://eu.wikipedia.org/wiki/Zigoitia;MikelBa;
Biztanleria;Zenbat biztanle ditu Zirauki udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b4/Vista_de_Cirauqui.jpg;487;392;592;Wikipedia;https://eu.wikipedia.org/wiki/Zirauki;MikelBa;
Biztanleria;Zenbat biztanle ditu Burgu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/37/Elburgo_-_Iglesia_San_Pedro_03.JPG;599;762;13;Wikipedia;https://eu.wikipedia.org/wiki/Burgu;MikelBa;
Biztanleria;Zenbat biztanle ditu Olaibar udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/39/Osac%C3%A1in%2C_municipio_de_Ol%C3%A1ibar.jpg;378;8108;7448;Wikipedia;https://eu.wikipedia.org/wiki/Olaibar;MikelBa;
Biztanleria;Zenbat biztanle ditu Bastida udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/4f/Bastida_2007_9_27.JPG;1452;3090;355;Wikipedia;https://eu.wikipedia.org/wiki/Bastida;MikelBa;
Biztanleria;Zenbat biztanle ditu Arrankudiaga udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/df/Arrankudiaga%2C_casa_consistorial.JPG;968;762;45;Wikipedia;https://eu.wikipedia.org/wiki/Arrankudiaga;MikelBa;
Biztanleria;Zenbat biztanle ditu Markina-Xemein udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/da/Markina%2C_Palacio_de_Solartecua.JPG;5006;39987;349;Wikipedia;https://eu.wikipedia.org/wiki/Markina-Xemein;MikelBa;
Biztanleria;Zenbat biztanle ditu Mendata udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/3c/Albizeko_Maria_Magdalenaren_eliza%2C_Albiz%2C_Mendata%2C_Bizkaia.jpg;383;71;3560;Wikipedia;https://eu.wikipedia.org/wiki/Mendata;MikelBa;
Biztanleria;Zenbat biztanle ditu Berango udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/30/BerangoDesdeAlgorta.jpg;7195;57212;302;Wikipedia;https://eu.wikipedia.org/wiki/Berango;MikelBa;
Biztanleria;Zenbat biztanle ditu Esa udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/ed/Yesa_San_Esteban_5640.JPG;292;47;46;Wikipedia;https://eu.wikipedia.org/wiki/Esa;MikelBa;
Biztanleria;Zenbat biztanle ditu Gabiria udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/90/Gabiriako_eliza.jpg;488;667;7883;Wikipedia;https://eu.wikipedia.org/wiki/Gabiria;MikelBa;
Biztanleria;Zenbat biztanle ditu Los Arcos udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/05/Los_Arcos_landscape.jpg;1134;44669;89755;Wikipedia;https://eu.wikipedia.org/wiki/Los_Arcos;MikelBa;
Biztanleria;Zenbat biztanle ditu Irun udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/82/Irun_Ayto..JPG;62401;94535;7128;Wikipedia;https://eu.wikipedia.org/wiki/Irun;MikelBa;
Biztanleria;Zenbat biztanle ditu Burgi udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c9/Puente_de_Burgui.jpg;207;7267;2100;Wikipedia;https://eu.wikipedia.org/wiki/Burgi;MikelBa;
Biztanleria;Zenbat biztanle ditu Añana udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/0e/A%C3%B1ana_-_DSC_8430.JPG;156;3;434;Wikipedia;https://eu.wikipedia.org/wiki/A%C3%B1ana;MikelBa;
Biztanleria;Zenbat biztanle ditu Torres del Río udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/d0/Torres_del_rio.jpg;126;39;98;Wikipedia;https://eu.wikipedia.org/wiki/Torres_del_R%C3%ADo;MikelBa;
Biztanleria;Zenbat biztanle ditu Derio udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b1/Derio_-_Iglesia_de_San_Isidro_1.JPG;6631;951;2615;Wikipedia;https://eu.wikipedia.org/wiki/Derio;MikelBa;
Biztanleria;Zenbat biztanle ditu Barasoain udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/78/Birth_house_of_Mart%C3%ADn_de_Azpilicueta_in_Bar%C3%A1soain%2C_Navarre.jpg;621;6525;82;Wikipedia;https://eu.wikipedia.org/wiki/Barasoain;MikelBa;
Biztanleria;Zenbat biztanle ditu Otxandio udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/1d/Otxandio-Gorbea.JPG;1314;38871;39497;Wikipedia;https://eu.wikipedia.org/wiki/Otxandio;MikelBa;
Biztanleria;Zenbat biztanle ditu Artziniega udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/9d/Arceniega_06.JPG;1821;669;624;Wikipedia;https://eu.wikipedia.org/wiki/Artziniega;MikelBa;
Biztanleria;Zenbat biztanle ditu Funes udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/30/El_rio_Aragon_visto_desde_lo_alto_del_barranco_de_Penalen.jpg;2440;906;8700;Wikipedia;https://eu.wikipedia.org/wiki/Funes;MikelBa;
Biztanleria;Zenbat biztanle ditu San Martin Unx udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e6/San_Mart%C3%ADn_de_Unx-PM_32359.jpg;392;929;875;Wikipedia;https://eu.wikipedia.org/wiki/San_Martin_Unx;MikelBa;
Biztanleria;Zenbat biztanle ditu Lukin udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/43/Luquin_01.jpg;132;330;35;Wikipedia;https://eu.wikipedia.org/wiki/Lukin;MikelBa;
Biztanleria;Zenbat biztanle ditu Astigarraga udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a9/Astigarraga_eta_Jaizkibelen_ikuspegia.jpg;6532;748;5044;Wikipedia;https://eu.wikipedia.org/wiki/Astigarraga;MikelBa;
Biztanleria;Zenbat biztanle ditu Puiu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/86/Vista_de_Pueyo%2C_Navarra%2C_Espa%C3%B1a%2C_20160213.jpg;351;757;13;Wikipedia;https://eu.wikipedia.org/wiki/Puiu;MikelBa;
Biztanleria;Zenbat biztanle ditu Orbara udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/40/OrbaraDesdeLaLaderaDelBerrendi.JPG;33;7688;71;Wikipedia;https://eu.wikipedia.org/wiki/Orbara;MikelBa;
Biztanleria;Zenbat biztanle ditu Ibargoiti udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/73/Iglesiadesanmiguel.JPG;249;382;170;Wikipedia;https://eu.wikipedia.org/wiki/Ibargoiti;MikelBa;
Biztanleria;Zenbat biztanle ditu Errezil udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/0e/Errezil.jpg;585;44;34;Wikipedia;https://eu.wikipedia.org/wiki/Errezil;MikelBa;
Biztanleria;Zenbat biztanle ditu Abaurrepea udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c7/Abaurrepea_01.JPG;32;88;5;Wikipedia;https://eu.wikipedia.org/wiki/Abaurrepea;MikelBa;
Biztanleria;Zenbat biztanle ditu Mendigorria udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/3b/Mendigorria.jpg;1086;63222;809;Wikipedia;https://eu.wikipedia.org/wiki/Mendigorria;MikelBa;
Biztanleria;Zenbat biztanle ditu Urretxu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/dd/Urretxu_13.jpg;6756;9511;53558;Wikipedia;https://eu.wikipedia.org/wiki/Urretxu;MikelBa;
Biztanleria;Zenbat biztanle ditu Abaigar udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/da/Ab%C3%A1igar_01.jpg;83;61;2133;Wikipedia;https://eu.wikipedia.org/wiki/Abaigar;MikelBa;
Biztanleria;Zenbat biztanle ditu Oiartzun udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/d8/Oiartzun_03.JPG;10293;130115;91363;Wikipedia;https://eu.wikipedia.org/wiki/Oiartzun;MikelBa;
Biztanleria;Zenbat biztanle ditu Atarrabia udalerriak?;https://upload.wikimedia.org/wikipedia/commons/6/64/Ikurri%C3%B1avillava2007.jpg;10204;4208;853617;Wikipedia;https://eu.wikipedia.org/wiki/Atarrabia;MikelBa;
Biztanleria;Zenbat biztanle ditu Gorliz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/0b/Gorlizko_badia_kamaraz.JPG;5785;13922;3062;Wikipedia;https://eu.wikipedia.org/wiki/Gorliz;MikelBa;
Biztanleria;Zenbat biztanle ditu Berriz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/f1/Isuntza_Goikoa.jpg;4623;561;1627;Wikipedia;https://eu.wikipedia.org/wiki/Berriz;MikelBa;
Biztanleria;Zenbat biztanle ditu Kuartango udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/4b/Zuhatzu_kuartango.jpg;376;6304;7106;Wikipedia;https://eu.wikipedia.org/wiki/Kuartango;MikelBa;
Biztanleria;Zenbat biztanle ditu Gautegiz-Arteaga udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/75/Arteaga_%28Vizcaya%29.jpg;836;3146;38;Wikipedia;https://eu.wikipedia.org/wiki/Gautegiz-Arteaga;MikelBa;
Biztanleria;Zenbat biztanle ditu Ubide udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c1/Ubide.jpg;160;285;8192;Wikipedia;https://eu.wikipedia.org/wiki/Ubide;MikelBa;
Biztanleria;Zenbat biztanle ditu Arruazu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/56/Arruazuko_kaleak.jpg;110;2060;578;Wikipedia;https://eu.wikipedia.org/wiki/Arruazu;MikelBa;
Biztanleria;Zenbat biztanle ditu Gatika udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/bd/CastilloButron.jpg;1663;75677;6494;Wikipedia;https://eu.wikipedia.org/wiki/Gatika;MikelBa;
Biztanleria;Zenbat biztanle ditu Loiu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/fb/Loiu_Zabaloetxe_aireportua.jpg;2433;84223;4697;Wikipedia;https://eu.wikipedia.org/wiki/Loiu;MikelBa;
Biztanleria;Zenbat biztanle ditu Santsol udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/ce/Sansol.jpg;102;240;60;Wikipedia;https://eu.wikipedia.org/wiki/Santsol;MikelBa;
Biztanleria;Zenbat biztanle ditu Donamaria udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/78/Jauregia_Donamaria.JPG;433;946;67;Wikipedia;https://eu.wikipedia.org/wiki/Donamaria;MikelBa;
Biztanleria;Zenbat biztanle ditu Agoitz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b6/3_Ardanatz_Iriso_Itzagaondoa_Agoitz_Itoiz.jpg;2695;40438;270;Wikipedia;https://eu.wikipedia.org/wiki/Agoitz;MikelBa;
Biztanleria;Zenbat biztanle ditu Petilla Aragoi udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/08/Casa_natal_de_Ram%C3%B3n_y_Cajal_JLP120121_%2834%29.jpg;31;6;927;Wikipedia;https://eu.wikipedia.org/wiki/Petilla_Aragoi;MikelBa;
Biztanleria;Zenbat biztanle ditu Urdiain udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e2/Urdiain_herriaren_kale_bat.jpg;653;97;9049;Wikipedia;https://eu.wikipedia.org/wiki/Urdiain;MikelBa;
